start	end	text
1786760	1790080	建议的客战价也是在五到四十之间
1790080	1791160	五到四十之间
1792440	1794800	再往下就是工业与安全
1794800	1796680	那这种是需求明显增加的
1796680	1798000	比如说防护类目
1798000	1799040	老宝鞋
1799040	1799800	商业的设备
1799800	1800800	比如Pose 机压
1800800	1802880	然后安全的
1802880	1805080	比如说安防摄像头
1805080	1808320	以及摄像机的监控等等相关的
1808320	1809600	相关的杠品
1811120	1813200	再往下就是家居
1813200	1813800	不是
1813800	1814600	办公工具
1814600	1815600	办公文具类
1815600	1817880	比如说办公的一些周边
1817880	1818920	然后硬皮本
1818920	1819600	变签
1819600	1820240	定书机
1820240	1821280	计算器这些
1822480	1823880	我们可以看到
1823880	1826400	自发货卖家的平均渗透率
1826440	1828040	目前只有5%
1828040	1829440	目前只有5%
1829440	1830120	那应对
1830120	1831080	比如说开学计
1831080	1831840	年中大醋
1831840	1833440	其实有很大的市场
1835440	1837000	他们就是高渗透率
1837000	1838600	机会还是比较多的一些产品
1838600	1840200	比如说墙面的一些装饰
1840200	1841120	摆饰
1841120	1843600	然后人造的一些小的职务
1844320	1844920	支构价
1844920	1846520	这个因为尺寸太大
1846520	1847160	所以不推荐
1847160	1850160	但是推荐一些比较小的一些产品
1850160	1851080	包括圣诞装饰
1851080	1853080	这种圣诞数也有小型的这种
1853080	1854280	小型的
1854360	1856680	这种其实是在Q4
1856680	1858240	尤其是黑五
1858240	1859680	网衣圣诞节开始
1859680	1861520	整个Q4从11到12月
1861520	1862480	是非常热卖的
1862480	1863320	是非常热卖的
1864800	1866080	如果大家想布局的话
1866080	1867640	其实现在就可以去布局起来
1868760	1871040	再往下就是高增长的一些雷幕
1871040	1872040	比如说照明灯
1872040	1872600	B灯
1872600	1873240	户外灯
1873240	1873880	吸引灯
1873880	1874720	射灯
1874720	1875640	这一系列雷幕
1878000	1880880	还有一些全品比较多样的
1880880	1882280	比如说节庆相关的
1883080	1885000	那这些比如说在很多的一些区
1885000	1886080	比如义乌亚等等
1886080	1887480	都有很多的供应链
1887480	1889520	比如说户外的LED灯串
1889520	1891000	还有浦江这些地方
1891640	1892760	然后窗帘灯
1893480	1894680	仙女灯串
1894680	1895720	圣诞灯
1895720	1896880	腹骨灯炮等等的
1898320	1900560	需要提示的就是
1900560	1902640	其实它有很多款可以选
1902640	1904560	比如说电池的USB的
1904560	1905440	太阳能的
1905440	1907560	大家最好在这些品牌上
1907560	1909120	都有一些可选项
1909120	1910280	都有一些可选
1910280	1913280	并且去组合搭配的去销售
1913280	1915560	造型上也可以大家做一些
1915560	1916680	比较适应
1916680	1917960	当地喜好的一些造型
1917960	1918840	比如说彩球
1918840	1919480	星星
1919480	1920760	雪花等等的
1922440	1922760	好
1922760	1925320	再说一下家居与房之类相关的
1926240	1928760	比如说浴室的一些房置品
1928760	1930920	厨房的一些房置品
1930920	1933440	以及客厅的相关房置品
1933440	1936760	或者说卧室类的
1936760	1939240	包括客厅房置相关的
1939240	1941560	那比较常见的就是客厅
1941560	1944600	卧室或者户外的一些地垫
1944600	1945640	毛巾玉巾
1945640	1947760	这些包括还有四件套
1947760	1949800	都是非常热卖的
1949800	1951400	但需要注意的是
1951400	1954400	大家在产品的外部的
1954400	1955960	这种感官设计上
1955960	1958320	最好迎合他们喜欢的一些图案
1958320	1960440	比如说波西米亚峰
1960440	1963840	民族峰等等一系列的
1963840	1964560	外观设计
1966360	1968000	下面就是厨房用品类
1968000	1970280	比如说它的配件工具
1970280	1973520	秤包括储物类的
1973520	1974600	红贝类的
1974600	1976920	还有水壶吹雨等等相关的
1979840	1980160	好
1980160	1983040	那这一页也是阿格尼市场的一个总结
1983040	1985720	大家可以去截图进行保存一下
1985720	1988960	基本上和刚才说到的大差不差
1988960	1989280	大差
1992160	1992440	好
1992440	1994600	下面来看一下大家怎么去活用
1994600	1997160	每个多的官网去进行一些调研
1998120	2000680	首先你可以进入每个多的官网以后
2000680	2003120	找到对应的内幕层级
2003120	2004880	然后在这个项下
2004880	2007720	会有各个内幕层级下的一些热销榜单
2007720	2009600	以及热销趋势
2009600	2010840	大家点进去
2010840	2012080	大家点进去之后
2012080	2014600	去看你的Battery Seller的一个
2015800	2018320	趋势或者产品的一些优化点
2018320	2020120	去进行你产品的一些优化
2021120	2023440	那这是一个整个Listening的信息
2023440	2027760	包括这个是作品排电的一系列的展示
2027840	2030320	大家在Listening的打造上
2030320	2032160	如果大家可以作品排电
2032160	2033520	就一定要作品排电
2033520	2035280	会有更多的一个流量
2035280	2036480	那第二点
2036480	2039280	大家在内幕属下一定要选对
2039280	2042480	如果选错的话会损失比较大的一个流量
2042480	2045560	你最至少要保证你和你进品
2045560	2047840	是在相同内幕和西分内幕下的
2050080	2052840	包括你要去积极的去进行
2052840	2055240	爆活动、引流、包括添加
2055240	2058200	比如说Clips、视频压等等
2058200	2059800	增加其他的转换
2059800	2063760	包括你可以去做一些外部的一些设备相关的
2065640	2067720	我们来总结一下出海的策略
2067720	2068920	为什么要做
2068920	2070000	刚才说到第一
2070000	2072000	拉美是一个增速快的南海市场
2072000	2072800	第二
2072800	2074280	近几年下来
2074280	2075800	它的基础设施
2075800	2078520	不管是平台端、物流端
2078520	2081680	还是卖家端
2081760	2085600	都是有一个相对基础的一个完善的
2085600	2086280	那第二点
2086280	2089080	就是刚才说到的这一大内幕
2089080	2092960	就家具工业青红配内幕的需求是非常大的
2092960	2093760	并且渗透率
2093760	2095640	中国卖压渗透率是很低的
2095640	2097000	那卖给的是谁
2097000	2099280	卖给的是一些年轻的家庭用户
2099280	2100760	或者喜欢DIY的人权
2100760	2104440	所以他们会购买电动工具、手工具等等一系列的
2104440	2107440	那他们也需要一些高性价比一般装备的产品
2108440	2109400	那我们卖什么
2109400	2112280	刚才也介绍了一系列的一些选品
2112280	2112920	怎么做呢
2112920	2118800	就是抓住平台的一系列的这种运营的节日
2118800	2121760	跟上平台大促的一些节奏
2121760	2124360	并且因为美科多是有电铺
2124360	2127880	唯独的考量的有电铺的信誉和电铺的等级
2127880	2131000	所以大家一定要尽快的去拿到绿色信誉
2131000	2134480	然后去充多金电铺这个等级
2134560	2138080	去提升你订单量的一个转化
2138080	2141040	那下面来跟大家再分享一下
2141040	2141760	时尚雷姆
2141760	2143240	时尚雷姆我也是一样
2143240	2144240	先跟大家总结一下
2144240	2146120	然后会快速的过
2146120	2148320	首先我们知己知彼方的百战不戴
2148320	2150040	我们要做这种时尚雷姆
2150040	2152840	一定要知道他们有怎么样的一个气候特征
2152840	2154720	然后在哪些节点上
2154720	2157800	他们会有一个销售的高峰
2157800	2160560	以及我们上心的方向是怎么样的
2160560	2163320	大家可以把这一页截图以后
2163320	2164880	去细细研读一下
2164880	2166280	去细细研读一下
2170280	2171800	我们来主要看一下
2171800	2174040	各个内幕的一些产品
2174040	2175720	包括推荐的客单价
2175720	2176960	以及它的外观风格
2176960	2180200	我相信如果大家是做专门
2180200	2181800	时尚雷姆供应链的话
2181800	2183720	对于这些的风格
2183720	2186320	或者说是选品
2186320	2189640	看这些图片就会有一定的一些sense
2189720	2191520	我们在旁边又推荐了
2191520	2193320	它的一些材质
2193320	2195000	设计款以及客单价
2195000	2197720	我相信这个对大家有很大的一个帮助
2197720	2199200	首先我们来看一下这一页
2199200	2201720	在T12端有不同的极大区分
2201720	2203240	比如说休闲的
2203240	2204360	雷丝的
2204360	2205160	漏空的
2205160	2207440	然后景深的
2207440	2209040	包括在衬衫端也有
2209040	2210640	比如说棉麻材质的
2210640	2211280	印刮的
2211280	2212240	雷丝的
2212240	2213000	正装的
2213000	2215120	还有摆折相关的一些设计
2216120	2219120	这个就是内幕的一些关键词
2219120	2223200	告诉你们哪些关键词是消费者
2223200	2225320	比较喜欢搜索的
2225320	2226800	比如说
2226800	2229000	榴性连续曲
2229000	2230600	碎花半身裙
2230600	2232120	不洗蜜牙封的这些
2232120	2235120	这些关键词其实也就会给大家带来
2235120	2237000	一个很明确的一个
2237000	2239920	选品或者设计品的一个制造方向
2239920	2242560	大家可以去根据消费者的一个
2242560	2244560	洗耗或者趋势进行设计
2246560	2248560	下面是冬季
2248560	2250560	其实他们那很难称之为冬季
2250560	2252560	因为没有极度冷的一个天气
2252560	2254560	所以基本上到一些
2254560	2257560	博的羽绒或者大衣类就为止了
2257560	2258560	就为止了
2258560	2259560	所以大家可以具体看一下
2259560	2262560	主要还是一些外套和位衣为主
2264560	2266560	接近的科兰亚也都是
2266560	2268560	不会很高
2268560	2269560	20美金以内
2269560	2271560	如果是厚一些的外套
2271560	2274560	或者是亲伯勇夫会40美金以内
2276560	2280560	然后是毛衣和修衔裤相关的
2280560	2282560	大家可以看一下
2286560	2290560	这都是冬季比较流行的一些产品
2292560	2293560	再来看一下下季
2293560	2295560	下季其实我们可以看到
2295560	2298560	这种男性相关的产品
2298560	2300560	刚才是展示的是女性相关
2300560	2302560	再来看一下男性相关
2305560	2306560	其实我们可以看到
2306560	2308560	在男性这方面的话
2308560	2309560	不光
2309560	2311560	其实正庄的占比不是很高的
2311560	2313560	主要还是以下为衣
2313560	2315560	印花修衔
2315560	2317560	亨利山为主
2317560	2318560	然后在T序端的话
2318560	2320560	也是以运动
2320560	2323560	然后修衔为主
2331560	2332560	男士这方面
2332560	2333560	冬季的一些选民
2333560	2334560	大家可以看到
2334560	2336560	主流的一些搜索词
2336560	2337560	比如说皮加克
2337560	2338560	冲锋衣
2338560	2341560	与外套棒球扶凳相关的
2341560	2342560	还是刚才说到的
2342560	2343560	没有极端冷的天气
2343560	2346560	所以一般以后外套为主
2348560	2350560	然后拉链款的一些套头衫
2350560	2351560	拉链为衣
2351560	2353560	套头为衣
2353560	2355560	然后亨利富股市的为衣
2355560	2356560	等等
2358560	2359560	包括毛衣端
2359560	2361560	也有不同的一个
2361560	2363560	全部类型
2363560	2365560	不是的一个设计
2365560	2367560	我相信有类似供应链的
2367560	2369560	一下就能盖得到
2369560	2371560	拉链消费者的电
2372560	2374560	包括在修衔库端
2374560	2376560	大家可以看到
2376560	2377560	推荐了材质
2377560	2378560	版型
2378560	2381560	以及应用场景
2384560	2385560	下面是一些
2385560	2388560	史上相包相关的一些推荐
2388560	2389560	我们可以看到
2389560	2391560	这种组合式的套装
2391560	2393560	以及多功能的旅行包
2393560	2395560	这种还是非常受欢迎的
2395560	2397560	包括一些手提包
2397560	2398560	多功能旅行包
2398560	2399560	腰包 肩包
2400560	2401560	但是大家可以看一下
2401560	2403560	整体的客家都不是很高
2403560	2404560	都不是很高
2405560	2407560	然后鞋类的话
2407560	2408560	其实铝鞋
2408560	2410560	就是Nikers在拉美的
2410560	2412560	表现是非常好的
2412560	2414560	那这里大家可以看到
2414560	2415560	靴子类的
2415560	2417560	其实有很多
2417560	2418560	都是已经有
2418560	2419560	部分功能性了
2419560	2420560	比如说雪地靴
2421560	2423560	然后马丁靴雨靴等等
2426560	2427560	但是女士的
2427560	2428560	其实都有一些
2428560	2430560	不同样式的推荐
2435560	2436560	这个是
2437560	2438560	拨鞋匹鞋
2438560	2439560	乐附鞋相关的
2439560	2440560	那些女士
2440560	2441560	也有不同的一系列
2441560	2443560	设计和价格推荐
2443560	2444560	我们可以看到
2444560	2445560	都不是很高
2445560	2446560	价格
2448560	2451560	下面是一些配饰的推荐
2451560	2453560	那在男士这方面
2453560	2455560	很多都是以金属为主的
2455560	2456560	比如说金属链
2456560	2459560	然后相欠的一些戒指
2459560	2461560	包括耳圈
2461560	2463560	耳骨架等等
2463560	2464560	小十字架等等
2464560	2465560	样式的一些
2465560	2467560	金属类的一些配件
2468560	2469560	开单价非常低的
2469560	2470560	二到十美金
2470560	2471560	二到十美金
2472560	2473560	我们看女士的
2473560	2475560	其实就会比男士的
2475560	2476560	丰富多彩一些
2476560	2477560	会有一些
2477560	2479560	比如说相欠的一些
2480560	2481560	保时型
2482560	2484560	或者在这种手链上
2484560	2485560	会有一些系链
2485560	2486560	串珠等等的
2487560	2488560	包括在钻戒上
2488560	2490560	它也是有一些相欠
2490560	2491560	相关的
2491560	2493560	在整体的丰富度上
2493560	2494560	样式丰富度上
2494560	2495560	还是比男士多很多的
2496560	2497560	但整体的客家人家
2497560	2498560	也不见也很高
2498560	2499560	也不见也很高
2501560	2502560	好
2502560	2503560	那看了三点之后
2503560	2504560	我们可以看到
2504560	2505560	我们需要
2505560	2506560	如果做时尚类文化
2506560	2508560	需要有三大行动点
2508560	2510560	第一个就是精准的选品
2510560	2512560	去根据拉美的各地的
2512560	2513560	刚才说到了
2513560	2514560	不同的一个气候文化
2514560	2516560	以他们喜欢的样式
2516560	2517560	去进行设计
2517560	2519560	然后根据他们的
2519560	2520560	季节卡点
2520560	2521560	包括每个多的
2521560	2523560	这个大醋
2523560	2524560	结合这些大醋
2524560	2525560	去快速的
2525560	2527560	去扩大你的一些优势
2527560	2529560	那第二个就是流量爆破
2529560	2531560	你需要在标题公式上
2531560	2532560	去写热搜词
2532560	2533560	加场景
2533560	2534560	加差异化
2534560	2536560	这个推荐给大家
2536560	2537560	并且
2537560	2538560	刚才也提到
2538560	2539560	现在也提到了
2539560	2540560	Clips的一个
2540560	2541560	短视频的工具
2541560	2542560	大家能用
2542560	2544560	一定要去用上
2544560	2546560	这个会大大提升
2546560	2547560	你的一个
2548560	2550560	流暖量和转化率
2551560	2554560	第三个就是风险控制
2554560	2555560	比如说
2555560	2558560	你要种合规的一些
2558560	2559560	产品
2559560	2560560	包括你的质检
2560560	2561560	相对要高
2561560	2563560	那因为比如说服饰
2563560	2565560	或者是配饰内幕
2565560	2567560	很容易去进行清拳
2567560	2568560	所以大家
2568560	2570560	需要去避免
2570560	2572560	清拳的这些样式
